ExperimentID,FractionID,ID,Total_SpecCounts
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,ENOG4106HRX,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,ENOG4109XNR,6
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,ENOG410CJBM,28
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,ENOG410IEYG,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,ENOG410IN3J,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,ENOG410IW5Z,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,ENOG410JNG0,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,ENOG410KF1A,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,ENOG410RMFX,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,ENOG410RREN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,ENOG410RVI4,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,ENOG410RXRK,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,ENOG410RYUW,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,KOG0052,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,KOG0102,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,KOG0657,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,KOG0852,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,KOG0888,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,KOG0974,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,KOG1758,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,KOG4203,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,KOG4307,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,KOG4379,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,KOG4661,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,ENOG4106HRX,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,ENOG4109XNR,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,ENOG410CJBM,23
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,ENOG410IF9T,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,ENOG410IR2X,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,ENOG410JNG0,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,ENOG410KF1A,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,ENOG410RMFX,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,ENOG410RPNT,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,ENOG410RV6A,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,KOG0102,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,KOG3378,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,KOG4379,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A05,ENOG410RRAM,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A07,ENOG410JNG0,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A07,KOG1258,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A07,KOG1950,11
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A07,KOG3378,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,ENOG410IE3R,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,ENOG410IES1,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,ENOG410IFTK,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,ENOG410IN59,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,ENOG410IW5Z,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,ENOG410JNG0,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,ENOG410KCV1,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,ENOG410KD3K,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,ENOG410RM6D,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,ENOG410RN0P,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,ENOG410RU87,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,ENOG410RVCX,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,KOG0383,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,KOG0541,84
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,KOG0977,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,KOG1113,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,KOG1276,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,KOG1950,11
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,KOG2318,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,KOG2670,1089
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,KOG3395,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,KOG3792,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,KOG4307,11
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,KOG4379,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,KOG4818,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG41066XY,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG41090JU,40
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG4109XNR,77
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410CDX3,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410CFNY,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410DFNI,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410DNBH,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IE8W,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IES1,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IF0R,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IFJX,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IG6M,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IGBJ,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IGH0,7
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IGPC,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IGWX,8
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IH1F,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IH62,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IH8P,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IHQY,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410II3X,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IJG1,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IKDN,9
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IKWF,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IN77,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410INGW,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410INU8,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IPS0,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IUWR,7
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IW5Z,6
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IXVS,6
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IY2Y,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IYVZ,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410IZK7,9
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410J1U7,45
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410KCRR,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410KCWP,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410KD1V,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410KD1Y,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410KDN3,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410KDP0,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410KDR6,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410KDRU,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410KDWC,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410KDX0,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410KGH8,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RKFP,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RM3D,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RMEG,6
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RMGT,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RMQQ,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RN0P,15
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RNBA,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RPS0,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RQAP,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RRF7,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RRG2,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RRZ7,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RS96,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RSFH,8
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RSRT,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RSVU,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RTE0,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RTVP,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RUGV,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RUPQ,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RV52,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RV6A,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RVWC,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RVZ0,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RW0X,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RWYM,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RXMV,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RY15,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410RZQU,36
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410S04V,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410S0JI,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410S2TM,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,ENOG410UMFX,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0005,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0022,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0037,12
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0047,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0052,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0108,7
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0115,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0123,7
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0142,6
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0331,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0356,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0422,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0441,38
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0523,6
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0541,26
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0544,28
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0806,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0852,6
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0854,17
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0865,9
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0876,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0879,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0881,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0888,13
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0918,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG0977,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1042,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1350,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1356,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1411,10
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1466,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1494,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1495,51
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1496,17
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1529,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1535,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1588,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1613,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1641,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1643,95
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1661,9
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1676,96
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1701,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1752,9
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1759,12
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1869,6
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1901,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1954,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG1959,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2005,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2046,51
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2112,7
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2205,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2323,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2330,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2375,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2426,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2442,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2446,8
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2453,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2494,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2510,8
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2670,153
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2764,41
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2772,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG2843,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3021,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3043,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3070,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3101,19
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3149,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3171,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3227,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3275,30
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3346,39
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3483,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3579,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3587,7
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3630,10
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3641,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3681,19
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3720,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3792,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3825,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG3910,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG4015,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG4048,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG4063,14
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG4115,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG4246,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG4335,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG4361,8
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG4379,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG4562,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG4677,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG4794,14
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG4817,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,KOG4818,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,ENOG41090JU,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,ENOG4109XNR,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,ENOG410IG4K,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,ENOG410J1B8,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,ENOG410J1U7,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,ENOG410KCWP,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,ENOG410RSFH,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,ENOG410RZQU,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,KOG0356,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,KOG1258,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,KOG1495,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,KOG1643,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,KOG1759,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,KOG2670,11
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B01,KOG4794,6
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG4102N5X,22
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG4102NVX,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG4102QZC,12
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG4104EQ0,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG4108ZEM,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG41090JU,24
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG4109XNR,86
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410C9NY,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410CBDG,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410CEMH,11
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410CJBM,7
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410CJEZ,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410CQ1J,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410DRE6,15
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410E83G,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IE28,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IEAI,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IEAU,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IEB7,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IEDD,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IEMS,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IEYG,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IEZB,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IF4E,29
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IF52,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IF54,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IF68,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IF81,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IF9T,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IFBP,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IFC9,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IFJX,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IFNK,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IFV2,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IFW3,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IGBJ,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IGH0,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IGIV,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IGPC,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IGWX,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IH1F,11
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IH56,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IHB5,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IHG0,27
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IHKZ,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IHYK,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IIY9,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IJ29,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1B02,ENOG410IJAM,11
