ExperimentID,FractionID,ID,Total_SpecCounts
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|O60674|JAK2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P04083|ANXA1_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P04264|K2C1_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P04406|G3P_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P07355|ANXA2_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P09936|UCHL1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P10599|THIO_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P11142|HSP7C_HUMAN,28
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P11216|PYGB_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P14923|PLAK_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P30048|PRDX3_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P30049|ATPD_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P35080|PROF2_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P35527|K1C9_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P35908|K22E_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P38646|GRP75_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P62633|CNBP_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|P81605|DCD_HUMAN,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|Q14151|SAFB2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|Q96RS6|NUDC1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|Q99829|CPNE1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|Q9NNW5|WDR6_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A01,sp|Q9NZT1|CALL5_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,sp|O15066|KIF3B_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,sp|O95453|PARN_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,sp|P04264|K2C1_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,sp|P09936|UCHL1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,sp|P10599|THIO_HUMAN,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,sp|P11142|HSP7C_HUMAN,23
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,sp|P35908|K22E_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,sp|P38646|GRP75_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,sp|P68871|HBB_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,sp|P81605|DCD_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,sp|Q8WWQ8|STAB2_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,sp|Q96RS6|NUDC1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A03,sp|Q9C091|GRB1L_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A05,sp|Q86WA8|LONP2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A07,sp|P04264|K2C1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A07,sp|P46976|GLYG_HUMAN,11
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A07,sp|P68871|HBB_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A07,sp|Q86UA1|PRP39_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|O15217|GSTA4_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|O75916|RGS9_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P00918|CAH2_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P02545|LMNA_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P04264|K2C1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P05121|PAI1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P06733|ENOA_HUMAN,667
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P07737|PROF1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P09104|ENOG_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P11279|LAMP1_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P13929|ENOB_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P20073|ANXA7_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P30044|PRDX5_HUMAN,84
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P31323|KAP3_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P46976|GLYG_HUMAN,11
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P50336|PPOX_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|P98171|RHG04_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|Q56P03|EAPP_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|Q5M9N0|CD158_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|Q6IBW4|CNDH2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|Q6NW34|NEPRO_HUMAN,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|Q96KR1|ZFR_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|Q96PK6|RBM14_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|Q96RS6|NUDC1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|Q9H501|ESF1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|Q9HCK8|CHD8_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A09,sp|Q9NTZ6|RBM12_HUMAN,11
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O00115|DNS2A_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O00244|ATOX1_HUMAN,13
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O00522|KRIT1_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O00754|MA2B1_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O14497|ARI1A_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O14545|TRAD1_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O14933|UB2L6_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O14974|MYPT1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O15041|SEM3E_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O15439|MRP4_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O43447|PPIH_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O43597|SPY2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O60346|PHLP1_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O60664|PLIN3_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O75608|LYPA1_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O95372|LYPA2_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O95416|SOX14_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|O95817|BAG3_HUMAN,8
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P00338|LDHA_HUMAN,24
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P00441|SODC_HUMAN,38
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P00505|AATM_HUMAN,8
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P02452|CO1A1_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P02461|CO3A1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P02545|LMNA_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P02795|MT2_HUMAN,7
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P04040|CATA_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P04080|CYTB_HUMAN,9
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P04083|ANXA1_HUMAN,77
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P04179|SODM_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P05413|FABPH_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P06576|ATPB_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P06733|ENOA_HUMAN,96
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P06744|G6PI_HUMAN,8
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P07108|ACBP_HUMAN,36
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P07195|LDHB_HUMAN,22
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P07737|PROF1_HUMAN,6
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P08123|CO1A2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P09382|LEG1_HUMAN,7
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P09525|ANXA4_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P10768|ESTD_HUMAN,19
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P10809|CH60_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P11117|PPAL_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P11279|LAMP1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P11766|ADHX_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P11940|PABP1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P14174|MIF_HUMAN,12
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P14618|KPYM_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P15559|NQO1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P15586|GNS_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P16930|FAAA_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P16949|STMN1_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P17174|AATC_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P18206|VINC_HUMAN,19
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P20073|ANXA7_HUMAN,15
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P21333|FLNA_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P22061|PIMT_HUMAN,9
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P22392|NDKB_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P23528|COF1_HUMAN,38
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P25325|THTM_HUMAN,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P26447|S10A4_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P27816|MAP4_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P29401|TKT_HUMAN,6
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P30041|PRDX6_HUMAN,17
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P30042|ES1_HUMAN,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P30044|PRDX5_HUMAN,26
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P30086|PEBP1_HUMAN,39
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P30626|SORCN_HUMAN,12
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P31949|S10AB_HUMAN,45
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P33240|CSTF2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P35658|NU214_HUMAN,10
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P35754|GLRX1_HUMAN,9
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P36871|PGM1_HUMAN,6
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P37802|TAGL2_HUMAN,15
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P37837|TALDO_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P40121|CAPG_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P40925|MDHC_HUMAN,17
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P40926|MDHM_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P43243|MATR3_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P46937|YAP1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P48431|SOX2_HUMAN,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P49419|AL7A1_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P49773|HINT1_HUMAN,27
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P49790|NU153_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P50454|SERPH_HUMAN,8
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P50995|ANX11_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P51610|HCFC1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P52272|HNRPM_HUMAN,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P52594|AGFG1_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P52758|UK114_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P52943|CRIP2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P53634|CATC_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P60174|TPIS_HUMAN,95
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P60981|DEST_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P61604|CH10_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P61916|NPC2_HUMAN,14
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P61960|UFM1_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P62328|TYB4_HUMAN,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P62937|PPIA_HUMAN,9
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P62942|FKB1A_HUMAN,28
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P63313|TYB10_HUMAN,9
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P78417|GSTO1_HUMAN,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|P85037|FOXK1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q01469|FABP5_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q01995|TAGL_HUMAN,9
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q04721|NOTC2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q05682|CALD1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q06830|PRDX1_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q08257|QOR_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q08380|LG3BP_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q09666|AHNK_HUMAN,25
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q13200|PSMD2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q13228|SBP1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q13332|PTPRS_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q13371|PHLP_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q13435|SF3B2_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q13492|PICAL_HUMAN,5
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q13907|IDI1_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q14019|COTL1_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q14157|UBP2L_HUMAN,7
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q14232|EI2BA_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q14831|GRM7_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q15233|NONO_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q15532|SSXT_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q15637|SF01_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q15843|NEDD8_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q15942|ZYX_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q16842|SIA4B_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q3LXA3|TKFC_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q49AJ0|F135B_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q52LW3|RHG29_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q5T6F2|UBAP2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q5U5Z8|CBPC2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q5VST9|OBSCN_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q68CZ2|TENS3_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q7L2J0|MEPCE_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q7LBC6|KDM3B_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q7Z3Z3|PIWL3_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q8IX12|CCAR1_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q8IZU8|DSEL_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q8NFD5|ARI1B_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q8NFH5|NUP53_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q8NFP9|NBEA_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q8TBA6|GOGA5_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q8TCT8|SPP2A_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q8WUM4|PDC6I_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q8WWM7|ATX2L_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q8WWQ8|STAB2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q8WX93|PALLD_HUMAN,7
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q92734|TFG_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q92841|DDX17_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q92945|FUBP2_HUMAN,67
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q969H8|MYDGF_HUMAN,9
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q96AB3|ISOC2_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q96AE4|FUBP1_HUMAN,22
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q96B26|EXOS8_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q96DG6|CMBL_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q96HC4|PDLI5_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q96HU8|DIRA2_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q96KR1|ZFR_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q96PK6|RBM14_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q96PU8|QKI_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q96RK0|CIC_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q96RS6|NUDC1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q96S19|CP013_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q96SM3|CPXM1_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q99081|HTF4_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q99439|CNN2_HUMAN,22
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q99497|PARK7_HUMAN,41
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q9BX68|HINT2_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q9H0L4|CSTFT_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q9H0W9|CK054_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q9H1B7|I2BPL_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q9H223|EHD4_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q9H7C9|AAMDC_HUMAN,6
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q9H910|HN1L_HUMAN,8
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q9HA64|KT3K_HUMAN,1
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q9NP97|DLRB1_HUMAN,2
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q9NQR4|NIT2_HUMAN,4
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q9NR12|PDLI7_HUMAN,3
Hs_CB660_1105,WAN1100525_OT2_CB660_HCW_P1A11,sp|Q9NR45|SIAS_HUMAN,2
